"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat1","Stat1","21/44","67/214",0.00807774920979501,0.0632731521837752,0.0499524885661383,"Adar/Bbs12/Bst2/H2-T23/Id2/Ifi35/Ifih1/Igtp/Il18rap/Irf9/Kcnk10/Mapre2/Oasl1/Oasl2/Sco1/Stat2/Tap1/Ttc27/Ube2f/Usp18/Zbp1",21,"Ind","linear model"
"Stat4","Stat4","35/44","139/214",0.0158182880459438,0.0632731521837752,0.0499524885661383,"2310004I24Rik/Adar/Amica1/Bbs12/C030048B08Rik/Fgl2/Gbp5/Hopx/Id2/Ifi35/Ifih1/Igfbp7/Igtp/Il18rap/Irf9/Kcnk10/Klrk1/Mapre2/Mllt3/Ms4a6b/Mtap6/Nrp1/Prm1/Sco1/Sema3b/Sema4b/Serpina3f/Slc17a6/Stat2/Tap1/Tapbpl/Ube2l6/Wipi2/Zbp1/Zc3h12d",35,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/44","24/214",0.366984828668304,0.978626209782144,0.772599639301693,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","8/44","37/214",0.507437585379054,0.983222676154902,0.776228428543344,"Amica1/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Spp1/Usp18",8,"Ind","linear model"
"Stat6","Stat6","20/44","105/214",0.759888897024726,0.983222676154902,0.776228428543344,"2310004I24Rik/Adar/Amica1/Bbs12/Id2/Ifi35/Igtp/Il18rap/Irf9/Mapre2/Mllt3/Ms4a6b/Mtap6/Sco1/Sema4b/Slc17a6/Stat2/Ttc27/Ube2f/Zbp1",20,"Ind","linear model"
"Tbet_large","Tbet_large","12/44","75/214",0.919550597501561,0.983222676154902,0.776228428543344,"Fgl2/Hopx/Id2/Igtp/Klrk1/Mapre2/Mllt3/Oasl2/Prm1/Slc17a6/Ttc27/Zc3h12d",12,"Ind","linear model"
"Tbet_neg","Tbet_neg","1/44","16/214",0.978429155056303,0.983222676154902,0.776228428543344,"Igfbp7",1,"Ind","linear model"
"Gata_Th2","Gata_Th2","1/44","17/214",0.983222676154902,0.983222676154902,0.776228428543344,"Slc17a6",1,"Ind","linear model"
"Stat4","Stat4","16/21","50/78",0.138512073284828,0.831072439708967,0.831072439708967,"Mtap6/Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Klrk1/Zbp1/Sco1/Gbp3/Tap1/Il18rap/Igfbp7/Adar/Gbp5/Tal2",16,"Ind","hclust"
"Stat1","Stat1","10/21","34/78",0.427475620029176,0.997644918498186,0.997644918498186,"Ifih1/Oasl2/Ifi35/Zbp1/Sco1/Gbp3/Tap1/Hsh2d/Il18rap/Adar",10,"Ind","hclust"
"Stat6","Stat6","7/21","29/78",0.752955566478026,0.997644918498186,0.997644918498186,"Mtap6/Ifi35/Sema4b/Zbp1/Sco1/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","3/21","14/78",0.797174217578467,0.997644918498186,0.997644918498186,"Klrk1/Gbp3/Il18rap",3,"Ind","hclust"
"Tbet_pos","Tbet_pos","2/21","16/78",0.969699980496615,0.997644918498186,0.997644918498186,"Klrk1/Il18rap",2,"Ind","hclust"
"Tbet_large","Tbet_large","3/21","28/78",0.997644918498186,0.997644918498186,0.997644918498186,"Oasl2/Klrk1/Marcks",3,"Ind","hclust"
"Tbet_pos","Tbet_pos","15/42","37/214",0.000959242994628615,0.00767394395702892,0.00605837680818073,"BC094916/Ctsw/Furin/Gpr114/Hsd11b1/Ifitm3/Ifng/Il18r1/Klrd1/Nod1/P2ry14/Pik3ap1/Pld4/Xdh/Zbtb32",15,"Superpos","linear model"
"Gata_Th1","Gata_Th1","10/42","24/214",0.00714631867976873,0.0285852747190749,0.0225673221466381,"BC094916/Furin/Gbp3/Gnaq/Ifitm3/Ifng/Klrd1/Ms4a6d/Nod1/Xdh",10,"Superpos","linear model"
"Stat4","Stat4","29/42","139/214",0.333447121837181,0.88919232489915,0.701993940709855,"Aqp9/Bzrap1/Car5b/Ccr5/Clpx/Ctsw/Dhx58/Enox2/Folr4/Furin/Gbp3/Gbp5/Gnaq/Ifng/Il18r1/Lrrk1/Ms4a6d/Myo6/Nod1/P2ry14/Pik3ap1/Pon2/Sco1/St3gal6/Stat1/Stra6/Vezf1/Xdh/Zbtb32",29,"Superpos","linear model"
"Tbet_large","Tbet_large","15/42","75/214",0.527144249831749,0.973761716646649,0.768759249984197,"Aqp9/B930041F14Rik/Bzrap1/Ccr5/Furin/Gnaq/Ifitm3/Ifng/Il18r1/Lrrk1/Marcks/Myo6/Nod1/P2ry14/Xdh",15,"Superpos","linear model"
"Gata_Th2","Gata_Th2","3/42","17/214",0.687039722758729,0.973761716646649,0.768759249984197,"Myo6/Pter/Stra6",3,"Superpos","linear model"
"Stat6","Stat6","19/42","105/214",0.765704535757385,0.973761716646649,0.768759249984197,"Aqp9/Asb13/Bzrap1/Ccr5/Clpx/Enox2/Folr4/Furin/Gnaq/Il18r1/Matk/Myo6/P2ry14/Sco1/St3gal6/Stat1/Stra6/Tnfsf13b/Xdh",19,"Superpos","linear model"
"Stat1","Stat1","10/42","67/214",0.914513984698295,0.973761716646649,0.768759249984197,"Ccr5/Furin/Gbp3/Ifng/Il18r1/Lrrk1/Oasl1/Sco1/Stat1/Zbtb32",10,"Superpos","linear model"
"Tbet_neg","Tbet_neg","1/42","16/214",0.973761716646649,0.973761716646649,0.768759249984197,"Folr4",1,"Superpos","linear model"
"Tbet_pos","Tbet_pos","7/20","16/78",0.0654565120494017,0.303464983014246,0.303464983014246,"Il12rb2/Ffar2/Cxcr3/Usp18/Mx1/Serpina3f/Pik3ap1",7,"Superpos","hclust"
"Gata_Th1","Gata_Th1","6/20","14/78",0.101154994338082,0.303464983014246,0.303464983014246,"Il12rb2/Ffar2/Ly6c1/Igtp/Usp18/Tmem159",6,"Superpos","hclust"
"Tbet_large","Tbet_large","9/20","28/78",0.23603476853711,0.47206953707422,0.472069537074219,"Il12rb2/Itpr1/Cxcr3/Igtp/Ttc27/Mapre2/Slc17a6/Tmem159/Lrrk1",9,"Superpos","hclust"
"Stat1","Stat1","10/20","34/78",0.339914479515019,0.509871719272529,0.509871719272529,"Itpr1/Trim25/Ube2f/Igtp/Ttc27/Usp18/Oasl1/Mapre2/H2-T10/Lrrk1",10,"Superpos","hclust"
"Stat6","Stat6","7/20","29/78",0.688722128786654,0.76396523146289,0.76396523146289,"Itpr1/Trim25/Ube2f/Igtp/Ttc27/Mapre2/Slc17a6",7,"Superpos","hclust"
"Stat4","Stat4","12/20","50/78",0.76396523146289,0.76396523146289,0.76396523146289,"Il12rb2/Itpr1/Ffar2/Trim25/Igtp/Serpina3f/Nav1/Mapre2/Slc17a6/Tmem159/Pik3ap1/Lrrk1",12,"Superpos","hclust"
"Gata_Th1","Gata_Th1","6/21","24/214",0.0181313579768325,0.126919505837828,0.114513839853679,"Fes/Ffar2/H2-Q7/Il12rb2/Ly6c1/Plac8",6,"Th1like","linear model"
