"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat4","Stat4","57/70","229/342",0.00231649999089415,0.0185319999271532,0.0170689473013253,"2310004I24Rik/Adar/Adora2b/Amica1/Bbs12/C030048B08Rik/Car5b/Cd27/Cd44/Cd70/Eif4enif1/Fgf2/Fgl2/Fut7/Gbp5/Gm885/H2-D1/Hopx/Id2/Ifi35/Ifih1/Igfbp7/Igtp/Il17ra/Il18rap/Irf9/Kcnk10/Klrk1/Lrch1/Lrp11/Mapre2/Mllt3/Ms4a6b/Mtap6/Nampt/Nrn1/Nrp1/Pik3cg/Prm1/Scly/Sco1/Sema3b/Sema4b/Serpina3f/Slc17a6/Stat2/Tal2/Tap1/Tapbpl/Tgtp/Tmem159/Trafd1/Ube2l6/Wdr78/Wipi2/Zbp1/Zc3h12d",57,"Ind","linear model"
"Stat1","Stat1","26/70","105/342",0.122708227210723,0.490832908842893,0.452082942355296,"Adar/Bbs12/Bst2/Cox5b/Evi2a/H2-T23/Id2/Ifi35/Ifih1/Igtp/Il18rap/Irf9/Kcnk10/Lrp11/Mapre2/Nampt/Oasl1/Oasl2/Sco1/Stat2/Tap1/Trafd1/Ttc27/Ube2f/Usp18/Zbp1",26,"Ind","linear model"
"Gata_Th1","Gata_Th1","7/70","30/342",0.417657298809162,0.993089526887072,0.914687722132829,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Tmem159/Usp18",7,"Ind","linear model"
"Tbet_pos","Tbet_pos","8/70","44/342",0.719928802941426,0.993089526887072,0.914687722132829,"Amica1/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Spp1/Usp18",8,"Ind","linear model"
"Stat6","Stat6","32/70","174/342",0.864982897726017,0.993089526887072,0.914687722132829,"2310004I24Rik/Adar/Adora2b/Amica1/Bbs12/Cd27/Evi2a/Gm885/H2-D1/Id2/Ifi35/Igtp/Il17ra/Il18rap/Irf9/Lrch1/Mapre2/Mllt3/Ms4a6b/Mtap6/Nampt/Pik3cg/Scly/Sco1/Sema4b/Slc17a6/Stat2/Tgtp/Ttc27/Ube2f/Wdr78/Zbp1",32,"Ind","linear model"
"Tbet_large","Tbet_large","19/70","116/342",0.932828137542958,0.993089526887072,0.914687722132829,"Fgl2/Hopx/Id2/Igtp/Il17ra/Klrk1/Lrch1/Mapre2/Mllt3/Nrn1/Oasl2/Otx1/Pik3cg/Prm1/Rap1b/Slc17a6/Tmem159/Ttc27/Zc3h12d",19,"Ind","linear model"
"Tbet_neg","Tbet_neg","2/70","22/342",0.961443435061511,0.993089526887072,0.914687722132829,"Igfbp7/Nrn1",2,"Ind","linear model"
"Gata_Th2","Gata_Th2","1/70","21/342",0.993089526887072,0.993089526887072,0.914687722132829,"Slc17a6",1,"Ind","linear model"
"Stat4","Stat4","16/21","50/78",0.138512073284828,0.831072439708967,0.831072439708967,"Mtap6/Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Klrk1/Zbp1/Sco1/Gbp3/Tap1/Il18rap/Igfbp7/Adar/Gbp5/Tal2",16,"Ind","hclust"
"Stat1","Stat1","10/21","34/78",0.427475620029176,0.997644918498186,0.997644918498186,"Ifih1/Oasl2/Ifi35/Zbp1/Sco1/Gbp3/Tap1/Hsh2d/Il18rap/Adar",10,"Ind","hclust"
"Stat6","Stat6","7/21","29/78",0.752955566478026,0.997644918498186,0.997644918498186,"Mtap6/Ifi35/Sema4b/Zbp1/Sco1/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","3/21","14/78",0.797174217578467,0.997644918498186,0.997644918498186,"Klrk1/Gbp3/Il18rap",3,"Ind","hclust"
"Tbet_pos","Tbet_pos","2/21","16/78",0.969699980496615,0.997644918498186,0.997644918498186,"Klrk1/Il18rap",2,"Ind","hclust"
"Tbet_large","Tbet_large","3/21","28/78",0.997644918498186,0.997644918498186,0.997644918498186,"Oasl2/Klrk1/Marcks",3,"Ind","hclust"
"Gata_Th1","Gata_Th1","11/60","30/342",0.00706552883967741,0.0395121812305047,0.0311938272872405,"BC094916/Furin/Gbp3/Gnaq/Ifitm3/Ifng/Klrd1/Ms4a6d/Nod1/Sytl2/Xdh",11,"Superpos","linear model"
"Tbet_pos","Tbet_pos","14/60","44/342",0.00987804530762617,0.0395121812305047,0.0311938272872405,"BC094916/Ctsw/Dapk2/Furin/Gpr114/Hsd11b1/Ifitm3/Ifng/Klrd1/Nod1/P2ry14/Pik3ap1/Xdh/Zbtb32",14,"Superpos","linear model"
"Stat4","Stat4","43/60","229/342",0.243059665537383,0.648159108099689,0.51170455902607,"Aqp9/Bzrap1/Car5b/Ccr5/Cd27/Chkb/Clcnkb/Clpx/Ctsw/Dhx58/Dmwd/Dyrk1b/Enox2/Folr4/Furin/Gbp3/Gbp5/Gnaq/Ifng/Lilrb4/Lrrk1/Map2k6/Ms4a6d/Myo6/Nod1/P2ry14/Pik3ap1/Pon2/Rab31/Rasa3/Rps6ka5/Sco1/Sgk1/Smpdl3a/St3gal6/Stat1/Sytl2/Tox/Trafd1/Vezf1/Xdh/Zbtb32/Zzz3",43,"Superpos","linear model"
"Tbet_large","Tbet_large","21/60","116/342",0.477967265265798,0.832219536977233,0.657015423929394,"Aqp9/B930041F14Rik/Bzrap1/Ccr5/Furin/Gnaq/H2-K1/Ier5l/Ifitm3/Ifng/Lrrk1/Myo6/Nod1/P2ry14/Ppp3ca/Rasa3/Sgk1/Tox/Trp53bp2/Xdh/Zzz3",21,"Superpos","linear model"
"Gata_Th2","Gata_Th2","4/60","21/342",0.520137210610771,0.832219536977233,0.657015423929394,"Lilrb4/Myo6/Pter/Rps6ka5",4,"Superpos","linear model"
