"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat4","Stat4","23/30","72/113",0.0647741716782202,0.266282527726932,0.266282527726932,"2310004I24Rik/Adar/Amica1/Fgl2/Gbp5/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Klrk1/Mapre2/Ms4a6b/Mtap6/Nrp1/Sco1/Sema4b/Serpina3f/Slc17a6/Tap1/Tapbpl/Ube2l6/Zbp1",23,"Ind","linear model"
"Stat1","Stat1","15/30","43/113",0.088760842575644,0.266282527726932,0.266282527726932,"Adar/Bst2/Ifi35/Ifih1/Igtp/Il18rap/Mapre2/Oasl1/Oasl2/Sco1/Tap1/Ttc27/Ube2f/Usp18/Zbp1",15,"Ind","linear model"
"Stat6","Stat6","15/30","50/113",0.298788561015221,0.597577122030441,0.597577122030441,"2310004I24Rik/Adar/Amica1/Ifi35/Igtp/Il18rap/Mapre2/Ms4a6b/Mtap6/Sco1/Sema4b/Slc17a6/Ttc27/Ube2f/Zbp1",15,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/30","20/113",0.446525443765914,0.66978816564887,0.66978816564887,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","7/30","26/113",0.57222671134185,0.686672053610219,0.686672053610219,"Amica1/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Usp18",7,"Ind","linear model"
"Tbet_large","Tbet_large","8/30","38/113",0.879464953617919,0.879464953617919,0.879464953617919,"Fgl2/Hopx/Igtp/Klrk1/Mapre2/Oasl2/Slc17a6/Ttc27",8,"Ind","linear model"
"Stat4","Stat4","16/21","50/78",0.138512073284828,0.831072439708967,0.831072439708967,"Mtap6/Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Klrk1/Zbp1/Sco1/Gbp3/Tap1/Il18rap/Igfbp7/Adar/Gbp5/Tal2",16,"Ind","hclust"
"Stat1","Stat1","10/21","34/78",0.427475620029176,0.997644918498186,0.997644918498186,"Ifih1/Oasl2/Ifi35/Zbp1/Sco1/Gbp3/Tap1/Hsh2d/Il18rap/Adar",10,"Ind","hclust"
"Stat6","Stat6","7/21","29/78",0.752955566478026,0.997644918498186,0.997644918498186,"Mtap6/Ifi35/Sema4b/Zbp1/Sco1/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","3/21","14/78",0.797174217578467,0.997644918498186,0.997644918498186,"Klrk1/Gbp3/Il18rap",3,"Ind","hclust"
"Tbet_pos","Tbet_pos","2/21","16/78",0.969699980496615,0.997644918498186,0.997644918498186,"Klrk1/Il18rap",2,"Ind","hclust"
"Tbet_large","Tbet_large","3/21","28/78",0.997644918498186,0.997644918498186,0.997644918498186,"Oasl2/Klrk1/Marcks",3,"Ind","hclust"
"Tbet_pos","Tbet_pos","11/25","26/113",0.00693993470676476,0.0416396082405886,0.0292207777126937,"BC094916/Ctsw/Furin/Ifitm3/Ifng/Il18r1/Klrd1/Nod1/P2ry14/Pik3ap1/Pld4",11,"Superpos","linear model"
"Gata_Th1","Gata_Th1","8/25","20/113",0.0384942753570268,0.11548282607108,0.0810405796990038,"BC094916/Furin/Gbp3/Ifitm3/Ifng/Klrd1/Ms4a6d/Nod1",8,"Superpos","linear model"
"Stat4","Stat4","19/25","72/113",0.111435872494171,0.222871744988342,0.156401224553223,"Aqp9/Ccr5/Clpx/Ctsw/Furin/Gbp3/Gbp5/Ifng/Il18r1/Lrrk1/Ms4a6d/Myo6/Nod1/P2ry14/Pik3ap1/Pon2/Sco1/St3gal6/Stat1",19,"Superpos","linear model"
"Tbet_large","Tbet_large","11/25","38/113",0.157627846266054,0.236441769399081,0.16592404870111,"Aqp9/Ccr5/Furin/Ifitm3/Ifng/Il18r1/Lrrk1/Marcks/Myo6/Nod1/P2ry14",11,"Superpos","linear model"
"Stat1","Stat1","9/25","43/113",0.678581483863155,0.760942157331665,0.533994496373098,"Ccr5/Furin/Gbp3/Ifng/Il18r1/Lrrk1/Oasl1/Sco1/Stat1",9,"Superpos","linear model"
"Stat6","Stat6","10/25","50/113",0.760942157331665,0.760942157331665,0.533994496373098,"Aqp9/Ccr5/Clpx/Furin/Il18r1/Myo6/P2ry14/Sco1/St3gal6/Stat1",10,"Superpos","linear model"
"Tbet_pos","Tbet_pos","7/20","16/78",0.0654565120494017,0.303464983014246,0.303464983014246,"Il12rb2/Ffar2/Cxcr3/Usp18/Mx1/Serpina3f/Pik3ap1",7,"Superpos","hclust"
"Gata_Th1","Gata_Th1","6/20","14/78",0.101154994338082,0.303464983014246,0.303464983014246,"Il12rb2/Ffar2/Ly6c1/Igtp/Usp18/Tmem159",6,"Superpos","hclust"
"Tbet_large","Tbet_large","9/20","28/78",0.23603476853711,0.47206953707422,0.472069537074219,"Il12rb2/Itpr1/Cxcr3/Igtp/Ttc27/Mapre2/Slc17a6/Tmem159/Lrrk1",9,"Superpos","hclust"
"Stat1","Stat1","10/20","34/78",0.339914479515019,0.509871719272529,0.509871719272529,"Itpr1/Trim25/Ube2f/Igtp/Ttc27/Usp18/Oasl1/Mapre2/H2-T10/Lrrk1",10,"Superpos","hclust"
