"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat1","Stat1","18/35","50/148",0.0110701872804315,0.0774913109630206,0.0699169722974622,"Adar/Bst2/H2-T23/Ifi35/Ifih1/Igtp/Il18rap/Irf9/Mapre2/Oasl1/Oasl2/Sco1/Stat2/Tap1/Ttc27/Ube2f/Usp18/Zbp1",18,"Ind","linear model"
"Stat4","Stat4","27/35","96/148",0.0596259005560122,0.208690651946043,0.188292317545302,"2310004I24Rik/Adar/Amica1/C030048B08Rik/Fgl2/Gbp5/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Irf9/Klrk1/Mapre2/Ms4a6b/Mtap6/Nrp1/Sco1/Sema4b/Serpina3f/Slc17a6/Stat2/Tap1/Tapbpl/Ube2l6/Wipi2/Zbp1",27,"Ind","linear model"
"Stat6","Stat6","17/35","66/148",0.363195146606222,0.650444138414517,0.586866891802572,"2310004I24Rik/Adar/Amica1/Ifi35/Igtp/Il18rap/Irf9/Mapre2/Ms4a6b/Mtap6/Sco1/Sema4b/Slc17a6/Stat2/Ttc27/Ube2f/Zbp1",17,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/35","21/148",0.371682364808296,0.650444138414517,0.586866891802572,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","7/35","31/148",0.645368203140148,0.903515484396207,0.815201940808608,"Amica1/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Usp18",7,"Ind","linear model"
"Gata_Th2","Gata_Th2","1/35","10/148",0.939028632721827,0.956408346102333,0.862924823550977,"Slc17a6",1,"Ind","linear model"
"Tbet_large","Tbet_large","8/35","49/148",0.956408346102333,0.956408346102333,0.862924823550977,"Fgl2/Hopx/Igtp/Klrk1/Mapre2/Oasl2/Slc17a6/Ttc27",8,"Ind","linear model"
"Stat4","Stat4","16/21","50/78",0.138512073284828,0.831072439708967,0.831072439708967,"Mtap6/Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Klrk1/Zbp1/Sco1/Gbp3/Tap1/Il18rap/Igfbp7/Adar/Gbp5/Tal2",16,"Ind","hclust"
"Stat1","Stat1","10/21","34/78",0.427475620029176,0.997644918498186,0.997644918498186,"Ifih1/Oasl2/Ifi35/Zbp1/Sco1/Gbp3/Tap1/Hsh2d/Il18rap/Adar",10,"Ind","hclust"
"Stat6","Stat6","7/21","29/78",0.752955566478026,0.997644918498186,0.997644918498186,"Mtap6/Ifi35/Sema4b/Zbp1/Sco1/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","3/21","14/78",0.797174217578467,0.997644918498186,0.997644918498186,"Klrk1/Gbp3/Il18rap",3,"Ind","hclust"
