"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat4","Stat4","23/30","73/116",0.0538037803764036,0.209942036491599,0.209942036491599,"2310004I24Rik/Adar/Amica1/Fgl2/Gbp5/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Klrk1/Mapre2/Ms4a6b/Mtap6/Nrp1/Sco1/Sema4b/Serpina3f/Slc17a6/Tap1/Tapbpl/Ube2l6/Zbp1",23,"Ind","linear model"
"Stat1","Stat1","15/30","43/116",0.0699806788305329,0.209942036491599,0.209942036491599,"Adar/Bst2/Ifi35/Ifih1/Igtp/Il18rap/Mapre2/Oasl1/Oasl2/Sco1/Tap1/Ttc27/Ube2f/Usp18/Zbp1",15,"Ind","linear model"
"Stat6","Stat6","15/30","51/116",0.287051136070722,0.574102272141445,0.574102272141445,"2310004I24Rik/Adar/Amica1/Ifi35/Igtp/Il18rap/Mapre2/Ms4a6b/Mtap6/Sco1/Sema4b/Slc17a6/Ttc27/Ube2f/Zbp1",15,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/30","20/116",0.41584800042144,0.62377200063216,0.62377200063216,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","7/30","27/116",0.587269471760533,0.704723366112639,0.70472336611264,"Amica1/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Usp18",7,"Ind","linear model"
"Tbet_large","Tbet_large","8/30","38/116",0.853844058758131,0.853844058758131,0.853844058758131,"Fgl2/Hopx/Igtp/Klrk1/Mapre2/Oasl2/Slc17a6/Ttc27",8,"Ind","linear model"
"Stat4","Stat4","16/21","50/78",0.138512073284828,0.831072439708967,0.831072439708967,"Mtap6/Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Klrk1/Zbp1/Sco1/Gbp3/Tap1/Il18rap/Igfbp7/Adar/Gbp5/Tal2",16,"Ind","hclust"
"Stat1","Stat1","10/21","34/78",0.427475620029176,0.997644918498186,0.997644918498186,"Ifih1/Oasl2/Ifi35/Zbp1/Sco1/Gbp3/Tap1/Hsh2d/Il18rap/Adar",10,"Ind","hclust"
"Stat6","Stat6","7/21","29/78",0.752955566478026,0.997644918498186,0.997644918498186,"Mtap6/Ifi35/Sema4b/Zbp1/Sco1/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","3/21","14/78",0.797174217578467,0.997644918498186,0.997644918498186,"Klrk1/Gbp3/Il18rap",3,"Ind","hclust"
