"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat1","Stat1","13/26","39/99",0.145801519219524,0.442250758382878,0.442250758382878,"Adar/Bst2/Ifi35/Ifih1/Il18rap/Oasl1/Oasl2/Sco1/Tap1/Ttc27/Ube2f/Usp18/Zbp1",13,"Ind","linear model"
"Stat4","Stat4","19/26","62/99",0.147416919460959,0.442250758382878,0.442250758382878,"2310004I24Rik/Adar/Amica1/Fgl2/Gbp5/Hopx/Ifi35/Ifih1/Il18rap/Klrk1/Ms4a6b/Mtap6/Nrp1/Sco1/Sema4b/Serpina3f/Tap1/Ube2l6/Zbp1",19,"Ind","linear model"
"Stat6","Stat6","12/26","40/99",0.319894454561235,0.57420981900151,0.57420981900151,"2310004I24Rik/Adar/Amica1/Ifi35/Il18rap/Ms4a6b/Mtap6/Sco1/Sema4b/Ttc27/Ube2f/Zbp1",12,"Ind","linear model"
"Tbet_pos","Tbet_pos","7/26","23/99",0.393662728641646,0.57420981900151,0.57420981900151,"Amica1/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Usp18",7,"Ind","linear model"
"Gata_Th1","Gata_Th1","5/26","17/99",0.478508182501258,0.57420981900151,0.57420981900151,"Hopx/Il18rap/Klrk1/Ms4a6b/Usp18",5,"Ind","linear model"
"Tbet_large","Tbet_large","5/26","32/99",0.97503247512667,0.97503247512667,0.97503247512667,"Fgl2/Hopx/Klrk1/Oasl2/Ttc27",5,"Ind","linear model"
"Stat4","Stat4","16/21","50/78",0.138512073284828,0.831072439708967,0.831072439708967,"Mtap6/Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Klrk1/Zbp1/Sco1/Gbp3/Tap1/Il18rap/Igfbp7/Adar/Gbp5/Tal2",16,"Ind","hclust"
"Stat1","Stat1","10/21","34/78",0.427475620029176,0.997644918498186,0.997644918498186,"Ifih1/Oasl2/Ifi35/Zbp1/Sco1/Gbp3/Tap1/Hsh2d/Il18rap/Adar",10,"Ind","hclust"
"Stat6","Stat6","7/21","29/78",0.752955566478026,0.997644918498186,0.997644918498186,"Mtap6/Ifi35/Sema4b/Zbp1/Sco1/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","3/21","14/78",0.797174217578467,0.997644918498186,0.997644918498186,"Klrk1/Gbp3/Il18rap",3,"Ind","hclust"
"Tbet_pos","Tbet_pos","2/21","16/78",0.969699980496615,0.997644918498186,0.997644918498186,"Klrk1/Il18rap",2,"Ind","hclust"
"Tbet_large","Tbet_large","3/21","28/78",0.997644918498186,0.997644918498186,0.997644918498186,"Oasl2/Klrk1/Marcks",3,"Ind","hclust"
