"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"WP_RETINOBLASTOMA_GENE_IN_CANCER" "WP_RETINOBLASTOMA_GENE_IN_CANCER" "WP_RETINOBLASTOMA_GENE_IN_CANCER" "37/437" "70/4408" 8.04678577221124e-20 3.35550966701209e-17 3.11707069913025e-17 "Rb1/E2f1/Rfc5/Cdt1/Suv39h1/Smc3/Anln/Ccna2/Skp2/Kif4/Cdk6/Cdk2/Cdkn1a/Tyms/Smc2/Ccnb1/Mcm7/Ccne1/Tfdp2/Rpa3/Bard1/Rpa2/Pole/Pold3/Top2a/Dnmt1/Mcm4/Ttk/Hmgb2/Rrm2/E2f3/Mcm6/Ccnd3/Ccne2/Rfc4/Rrm1/Sap30" 37
"WP_DNA_REPLICATION" "WP_DNA_REPLICATION" "WP_DNA_REPLICATION" "19/437" "27/4408" 6.16543027631612e-14 1.28549221261191e-11 1.19414649562333e-11 "Rfc5/Mcm10/Cdt1/Prim2/Rfc2/Cdk2/Cdc6/Mcm7/Rpa3/Rpa2/Dbf4/Rfc1/Pole/Pold3/Pold1/Mcm4/Mcm6/Pold4/Rfc4" 19
"WP_CELL_CYCLE" "WP_CELL_CYCLE" "WP_CELL_CYCLE" "32/437" "95/4408" 1.37246088609377e-10 1.90772063167034e-08 1.77216002134213e-08 "Rb1/E2f1/Fzr1/Plk1/Espl1/Smc3/Cdc20/Ccna2/Skp2/Cdk6/Cdk2/Cdc6/Cdkn1a/Ccnb1/Mcm7/Cdc25c/Ccne1/Tfdp2/Anapc5/Pkmyt1/Chek2/Dbf4/Gadd45g/Ccnh/Mcm4/Ttk/E2f3/Mcm6/Ccnd3/Ccne2/Cdkn2c/Pttg1" 32
"WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE" "WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE" "WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE" "24/437" "58/4408" 2.31831017836811e-10 2.41683836094875e-08 2.24510038326175e-08 "Rb1/E2f1/Rad50/Rad51/Ccng1/Fancd2/Cdk6/Tnfrsf10b/Cdk2/Cdkn1a/Ccnb1/Mcm7/Cdc25c/Ccne1/Pml/Casp3/Rpa2/Chek2/Rfc1/Gadd45g/Mre11a/Ccnd3/Ccne2/Brca1" 24
"WP_G1_TO_S_CELL_CYCLE_CONTROL" "WP_G1_TO_S_CELL_CYCLE_CONTROL" "WP_G1_TO_S_CELL_CYCLE_CONTROL" "21/437" "46/4408" 3.47720458860564e-10 2.8999886268971e-08 2.69391850233026e-08 "Rb1/E2f1/Prim2/Cdk6/Cdk2/Cdkn1a/Ccnb1/Mcm7/Ccne1/Tfdp2/Rpa3/Rpa2/Pole/Ccnh/Mcm4/E2f3/Mcm6/Ccnd3/Ccne2/Ccng2/Cdkn2c" 21
"WP_GLYCOLYSIS_AND_GLUCONEOGENESIS" "WP_GLYCOLYSIS_AND_GLUCONEOGENESIS" "WP_GLYCOLYSIS_AND_GLUCONEOGENESIS" "17/437" "33/4408" 1.66822177851024e-09 1.15941413606462e-07 1.07702739384521e-07 "Pfkp/Slc2a3/Eno1/Eno2/Aldoa/Ldha/Eno3/Gck/Tpi1/Hk1/Pgam1/Aldoc/Pgk1/Slc2a1/Gpi1/Pfkl/Pcx" 17
"WP_DNA_DAMAGE_RESPONSE" "WP_DNA_DAMAGE_RESPONSE" "WP_DNA_DAMAGE_RESPONSE" "22/437" "56/4408" 4.33041779868982e-09 2.57969174579094e-07 2.39638157882384e-07 "Rb1/E2f1/Rad50/Rad51/Fancd2/Cdk6/Tnfrsf10b/Cdk2/Cdkn1a/Ccnb1/Cdc25c/Ccne1/Pml/Casp3/Rpa2/Chek2/Rfc1/Gadd45g/Mre11a/Ccnd3/Ccne2/Brca1" 22
"WP_CORI_CYCLE" "WP_CORI_CYCLE" "WP_CORI_CYCLE" "9/437" "12/4408" 1.43489683498291e-07 7.47939975234841e-06 6.94792151675934e-06 "Pfkp/Aldoa/Ldha/Tpi1/Hk1/Pgam1/Pgk1/Slc2a1/Gpi1" 9
"WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK" "WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK" "WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK" "27/437" "96/4408" 2.89697377223404e-07 1.25298792208137e-05 1.16395192559875e-05 "Rad50/Rad51/Rfc5/Rfc2/Fancd2/Brip1/Fanci/Rpa3/Lig1/Rpa2/Rad51c/Fancl/Mgmt/Rfc1/Pole/Ccnh/Brca2/Pold3/Pold1/Ercc2/Mbd4/Mre11a/Polk/Pold4/Rfc4/Polh/Brca1" 27
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY" "WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY" "WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY" "8/437" "10/4408" 3.30524391915949e-07 1.25298792208137e-05 1.16395192559875e-05 "Sqle/Pmvk/Nsdhl/Mvd/Hmgcr/Dhcr7/Fdps/Lss" 8
"WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS" "WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS" "WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS" "8/437" "10/4408" 3.30524391915949e-07 1.25298792208137e-05 1.16395192559875e-05 "Eno1/Aldoa/Ldha/Tpi1/Hk1/Pgk1/Slc2a1/Gpi1" 8
"WP_DNA_MISMATCH_REPAIR" "WP_DNA_MISMATCH_REPAIR" "WP_DNA_MISMATCH_REPAIR" "11/437" "21/4408" 1.1308921186615e-06 3.92985011234871e-05 3.65059911988975e-05 "Rfc5/Rfc2/Rpa3/Lig1/Rpa2/Rfc1/Pole/Pold3/Pold1/Pold4/Rfc4" 11
